n,is_prime_fj,time_fj,is_prime_bp,time_bp
349,True,0.0,False,0.0
353,True,0.0,False,0.0
359,True,0.0,False,0.0
367,True,0.0,False,0.0
373,True,0.0,False,0.0
379,True,0.0,False,0.0
383,True,0.0,False,0.0
389,True,0.0,False,0.0
397,True,0.0,False,0.0
401,True,0.0,False,0.0
409,True,0.0,False,0.0
419,True,0.0,False,0.0
421,True,0.0,False,0.0
431,True,0.0,False,0.0
433,True,0.0,False,0.0
439,True,0.0,False,0.0
443,True,0.0,False,0.0
449,True,0.0,False,0.0
457,True,0.0,False,0.0
461,True,0.0,False,0.0
463,True,0.0,False,0.0
467,True,0.0,False,0.0
479,True,0.0,False,0.0
487,True,0.0,False,0.0
491,True,0.0,False,0.0
499,True,0.0,False,0.0
503,True,0.0,False,0.0
509,True,0.0,False,0.015616416931152344
521,True,0.0,False,0.0
523,True,0.0,False,0.0
541,True,0.0,False,0.0
547,True,0.0,False,0.0
557,True,0.0,False,0.0
563,True,0.0,False,0.0
569,True,0.0,False,0.0
571,True,0.0,False,0.0
577,True,0.0,False,0.0
587,True,0.0,False,0.0
593,True,0.0,False,0.0
599,True,0.0,False,0.0
601,True,0.0,False,0.0
607,True,0.0,False,0.0
613,True,0.0,False,0.0
617,True,0.0,False,0.0
619,True,0.0,False,0.0
631,True,0.0,False,0.0
641,True,0.0,False,0.0
643,True,0.0,False,0.0
647,True,0.0,False,0.0
653,True,0.0,False,0.0
659,True,0.0,False,0.0
661,True,0.0,False,0.0
673,True,0.0,False,0.0
677,True,0.0,False,0.0
683,True,0.0,False,0.0
691,True,0.0,False,0.0
701,True,0.0,False,0.0
709,True,0.0,False,0.0
719,True,0.0,False,0.0
727,True,0.0,False,0.0
733,True,0.0,False,0.0
739,True,0.0,False,0.0
743,True,0.0,False,0.0
751,True,0.0,False,0.0
757,True,0.0,False,0.0
761,True,0.0,False,0.0
769,True,0.0,False,0.0
773,True,0.0,False,0.0
787,True,0.0,False,0.0
797,True,0.0,False,0.0
809,True,0.0,False,0.0
811,True,0.0,False,0.0
821,True,0.0,False,0.0
823,True,0.0,False,0.0
827,True,0.0,False,0.0
829,True,0.0,True,0.0
839,True,0.0,False,0.0
853,True,0.0,False,0.0
857,True,0.0,False,0.0
859,True,0.0,False,0.0
863,True,0.0,False,0.0
877,True,0.0,False,0.0
881,True,0.0,False,0.0
883,True,0.0,False,0.0
887,True,0.0,False,0.0
907,True,0.0,False,0.0
911,True,0.0,False,0.0
919,True,0.0,False,0.0
929,True,0.0,False,0.0
937,True,0.0,False,0.0
941,True,0.0,False,0.0
947,True,0.0,False,0.0
953,True,0.0,False,0.0
967,True,0.0,False,0.0
971,True,0.0,False,0.0
977,True,0.0,False,0.0
983,True,0.0,False,0.0
991,True,0.0,False,0.0
997,True,0.0,False,0.0
1009,True,0.0,False,0.0
1013,True,0.0,False,0.0
1019,True,0.0,False,0.0
1021,True,0.0,False,0.0
1031,True,0.0,False,0.0
1033,True,0.0,False,0.0
1039,True,0.0,False,0.0
1049,True,0.0,False,0.0
1051,True,0.0,False,0.0
1061,True,0.0,False,0.0
1063,True,0.0,False,0.0
1069,True,0.0,False,0.0
1087,True,0.0,False,0.0
1091,True,0.0,False,0.0
1093,True,0.0,False,0.0
1097,True,0.0,False,0.0
1103,True,0.0,False,0.0
1109,True,0.0,False,0.0
1117,True,0.0,False,0.0
1123,True,0.0,False,0.0
1129,True,0.0,False,0.0
1151,True,0.0,False,0.0
1153,True,0.0,False,0.0
1163,True,0.0,False,0.0
1171,True,0.0,False,0.0
1181,True,0.0,False,0.0
1187,True,0.0,False,0.0
1193,True,0.0,False,0.0
1201,True,0.0,False,0.0
1213,True,0.0,False,0.0
1217,True,0.0,False,0.0
1223,True,0.0,False,0.0
1229,True,0.0,False,0.0
1231,True,0.0,False,0.0
1237,True,0.0,False,0.0
1249,True,0.0,False,0.0
1259,True,0.0,False,0.0
1277,True,0.0,False,0.0
1279,True,0.0,False,0.0
1283,True,0.0,False,0.0
1289,True,0.0,False,0.0
1291,True,0.0,False,0.0
1297,True,0.0,False,0.0
1301,True,0.0,False,0.0
1303,True,0.0,False,0.0
1307,True,0.0,False,0.0
1319,True,0.0,False,0.0
1321,True,0.0,False,0.0
1327,True,0.0,False,0.0
1361,True,0.0,False,0.0
1367,True,0.0,False,0.0
1373,True,0.0,False,0.0
1381,True,0.0,False,0.0
1399,True,0.0,False,0.0
1409,True,0.0,False,0.0
1423,True,0.0,False,0.0
1427,True,0.0,False,0.0
1429,True,0.0,False,0.0
1433,True,0.0,False,0.0
1439,True,0.0,False,0.0
1447,True,0.0,False,0.0
1451,True,0.0,False,0.0
1453,True,0.0,False,0.0
1459,True,0.0,False,0.0
1471,True,0.0,False,0.0
1481,True,0.0,False,0.0
1483,True,0.0,False,0.0
1487,True,0.0,False,0.0
1489,True,0.0,False,0.0
1493,True,0.0,False,0.0
1499,True,0.0,False,0.0
1511,True,0.0,False,0.0
1523,True,0.0,False,0.0
1531,True,0.0,False,0.0
1543,True,0.0,False,0.0
1549,True,0.0,False,0.0
1553,True,0.0,False,0.0
1559,True,0.0,False,0.0
1567,True,0.0,False,0.0
1571,True,0.0,False,0.0
1579,True,0.0,False,0.0
1583,True,0.0,False,0.0
1597,True,0.0,False,0.0
1601,True,0.0,False,0.0
1607,True,0.0,False,0.0
1609,True,0.0,False,0.0
1613,True,0.0,False,0.0
1619,True,0.0,False,0.0
1621,True,0.0,False,0.0
1627,True,0.0,False,0.0
1637,True,0.0,False,0.0
1657,True,0.0,False,0.0
1663,True,0.0,False,0.0
1667,True,0.0,False,0.0
1669,True,0.0,False,0.0
1693,True,0.0,False,0.0
1697,True,0.0,False,0.0
1699,True,0.0,False,0.0
1709,True,0.0,False,0.0
1721,True,0.0,False,0.0
1723,True,0.0,False,0.0
1733,True,0.0,False,0.0
1741,True,0.0,False,0.0
1747,True,0.0,False,0.0
1753,True,0.0,False,0.0
1759,True,0.0,False,0.0
1777,True,0.0,False,0.0
1783,True,0.0,False,0.0
1787,True,0.0,False,0.0
1789,True,0.0,False,0.0
1801,True,0.0,False,0.0
1811,True,0.0,False,0.0
1823,True,0.0,False,0.0
1831,True,0.0,False,0.0
1847,True,0.0,False,0.0
1861,True,0.0,False,0.0
1867,True,0.0,False,0.0
1871,True,0.0,False,0.0
1873,True,0.0,False,0.0
1877,True,0.0,False,0.0
1879,True,0.0,False,0.0
1889,True,0.0,False,0.0
1901,True,0.0,False,0.0
1907,True,0.0,False,0.0
1913,True,0.0,False,0.0
1931,True,0.0,False,0.0
1933,True,0.0,False,0.0
1949,True,0.0,False,0.0
1951,True,0.0,False,0.0
1973,True,0.0,False,0.0
1979,True,0.0,False,0.0
1987,True,0.0,False,0.0
1993,True,0.0,False,0.0
1997,True,0.0,False,0.0
1999,True,0.0,False,0.0
2003,True,0.0,False,0.0
2011,True,0.0,False,0.0
2017,True,0.0,False,0.0
2027,True,0.0,False,0.0
2029,True,0.0,False,0.0
2039,True,0.0,False,0.0
2053,True,0.0,False,0.0
2063,True,0.0,False,0.0
2069,True,0.0,False,0.0
2081,True,0.0,False,0.0
2083,True,0.0,False,0.0
2087,True,0.0,False,0.0
2089,True,0.0,False,0.0
2099,True,0.0,False,0.0
2111,True,0.0,False,0.0
2113,True,0.0,False,0.0
2129,True,0.0,False,0.0
2131,True,0.0,False,0.0
2137,True,0.0,False,0.0
2141,True,0.0,False,0.0
2143,True,0.0,False,0.0
2153,True,0.0,False,0.0
2161,True,0.0,False,0.0
2179,True,0.0,False,0.0
2203,True,0.0,False,0.0
2207,True,0.0,False,0.0
2213,True,0.0,False,0.0
2221,True,0.0,False,0.0
2237,True,0.0,False,0.0
2239,True,0.0,False,0.0
2243,True,0.0,False,0.0
2251,True,0.0,False,0.0
2267,True,0.0,False,0.0
2269,True,0.0,False,0.0
2273,True,0.0,False,0.0
2281,True,0.0,False,0.0
2287,True,0.0,False,0.0
2293,True,0.0,False,0.0
2297,True,0.0,False,0.0
2309,True,0.0,False,0.0
2311,True,0.0,False,0.0
2333,True,0.0,False,0.0
2339,True,0.0,False,0.0
2341,True,0.0,False,0.0
2347,True,0.0,False,0.0
2351,True,0.0,False,0.0
2357,True,0.0,False,0.0
2371,True,0.0,False,0.0
2377,True,0.0,False,0.0
2381,True,0.0,False,0.0
2383,True,0.0,False,0.0
2389,True,0.0,False,0.0
2393,True,0.0,False,0.0
2399,True,0.0,False,0.0
2411,True,0.0,False,0.0
2417,True,0.0,False,0.0
2423,True,0.0,False,0.0
2437,True,0.0,False,0.0
2441,True,0.0,False,0.0
2447,True,0.0,False,0.0
2459,True,0.0,False,0.0
2467,True,0.0,False,0.0
2473,True,0.0,False,0.0
2477,True,0.0,False,0.0
2503,True,0.0,False,0.0
2521,True,0.0,False,0.0
2531,True,0.0,False,0.0
2539,True,0.0,False,0.0
2543,True,0.0,False,0.0
2549,True,0.0,False,0.0
2551,True,0.0,False,0.0
2557,True,0.0,False,0.0
2579,True,0.0,False,0.0
2591,True,0.0,False,0.0
2593,True,0.0,False,0.0
2609,True,0.0,False,0.0
2617,True,0.0,False,0.0
2621,True,0.0,False,0.0
2633,True,0.0,False,0.0
2647,True,0.0,False,0.0
2657,True,0.0,False,0.0
2659,True,0.0,False,0.0
2663,True,0.0,False,0.0
2671,True,0.0,False,0.0
2677,True,0.0,False,0.0
2683,True,0.0,False,0.0
2687,True,0.0,False,0.0
2689,True,0.0,False,0.0
2693,True,0.0,False,0.0
2699,True,0.0,False,0.0
2707,True,0.0,False,0.0
2711,True,0.0,False,0.0
2713,True,0.0,False,0.0
2719,True,0.0,False,0.0
2729,True,0.0,False,0.0
2731,True,0.0,False,0.0
2741,True,0.0,False,0.0
2749,True,0.0,False,0.0
2753,True,0.0,False,0.0
2767,True,0.0,False,0.0
2777,True,0.0,False,0.0
2789,True,0.0,False,0.0
2791,True,0.0,False,0.015619277954101562
2797,True,0.0,False,0.0
2801,True,0.0,False,0.0
2803,True,0.0,False,0.0
2819,True,0.0,False,0.0
2833,True,0.0,False,0.0
2837,True,0.0,False,0.0
2843,True,0.0,False,0.0
2851,True,0.0,False,0.0
2857,True,0.0,False,0.0
2861,True,0.0,False,0.0
2879,True,0.0,False,0.0
2887,True,0.0,False,0.0
2897,True,0.0,False,0.0
2903,True,0.0,False,0.0
2909,True,0.0,False,0.0
2917,True,0.0,False,0.0
2927,True,0.0,False,0.0
2939,True,0.0,False,0.0
2953,True,0.0,False,0.0
2957,True,0.0,False,0.0
2963,True,0.0,False,0.0
2969,True,0.0,False,0.0
2971,True,0.0,False,0.0
2999,True,0.0,False,0.0
3001,True,0.0,False,0.0
3011,True,0.0,False,0.0
3019,True,0.0,False,0.0
3023,True,0.0,False,0.0
3037,True,0.0,False,0.0
3041,True,0.0,False,0.0
3049,True,0.0,False,0.0
3061,True,0.0,False,0.0
3067,True,0.0,False,0.0
3079,True,0.0,False,0.0
3083,True,0.0,False,0.0
3089,True,0.0,False,0.0
3109,True,0.0,False,0.0
3119,True,0.0,False,0.0
3121,True,0.0,False,0.0
3137,True,0.0,False,0.0
3163,True,0.0,False,0.0
3167,True,0.0,False,0.0
3169,True,0.0,False,0.0
3181,True,0.0,False,0.0
3187,True,0.0,False,0.0
3191,True,0.0,False,0.0
3203,True,0.0,False,0.0
3209,True,0.0,False,0.0
3217,True,0.0,False,0.0
3221,True,0.0,False,0.0
3229,True,0.0,False,0.0
3251,True,0.0,False,0.0
3253,True,0.0,False,0.0
3257,True,0.0,False,0.0
3259,True,0.0,False,0.0
3271,True,0.0,False,0.0
3299,True,0.0,False,0.0
3301,True,0.0,False,0.0
3307,True,0.0,False,0.0
3313,True,0.0,False,0.0
3319,True,0.0,False,0.0
3323,True,0.0,False,0.0
3329,True,0.0,False,0.0
3331,True,0.0,False,0.0
3343,True,0.0,False,0.0
3347,True,0.0,False,0.0
3359,True,0.0,False,0.0
3361,True,0.0,False,0.0
3371,True,0.0,False,0.0
3373,True,0.0,False,0.0
3389,True,0.0,False,0.0
3391,True,0.0,False,0.0
3407,True,0.0,False,0.0
3413,True,0.0,False,0.0
3433,True,0.0,False,0.0
3449,True,0.0,False,0.0
3457,True,0.0,False,0.0
3461,True,0.0,False,0.0
3463,True,0.0,False,0.0
3467,True,0.0,False,0.0
3469,True,0.0,False,0.0
3491,True,0.0,False,0.0
3499,True,0.0,False,0.0
3511,True,0.0,False,0.0
3517,True,0.0,False,0.0
3527,True,0.0,False,0.0
3529,True,0.0,False,0.0
3533,True,0.0,False,0.0
3539,True,0.0,False,0.0
3541,True,0.0,False,0.0
3547,True,0.0,False,0.0
3557,True,0.0,False,0.0
3559,True,0.0,False,0.0
3571,True,0.0,False,0.0
3581,True,0.0,False,0.0
3583,True,0.0,False,0.0
3593,True,0.0,False,0.0
3607,True,0.0,False,0.0
3613,True,0.0,False,0.0
3617,True,0.0,False,0.0
3623,True,0.0,False,0.0
3631,True,0.0,False,0.0
3637,True,0.0,False,0.0
3643,True,0.0,False,0.0
3659,True,0.0,False,0.0
3671,True,0.0,False,0.0
3673,True,0.0,False,0.0
3677,True,0.0,False,0.0
3691,True,0.0,False,0.0
3697,True,0.0,False,0.0
3701,True,0.0,False,0.0
3709,True,0.0,False,0.0
3719,True,0.0,False,0.0
3727,True,0.0,False,0.0
3733,True,0.0,False,0.0
3739,True,0.0,False,0.0
3761,True,0.0,False,0.0
3767,True,0.0,False,0.0
3769,True,0.0,False,0.0
3779,True,0.0,False,0.0
3793,True,0.0,False,0.0
3797,True,0.0,False,0.0
3803,True,0.0,False,0.0
3821,True,0.0,False,0.0
3823,True,0.0,False,0.0
3833,True,0.0,False,0.0
3847,True,0.0,False,0.0
3851,True,0.0,False,0.0
3853,True,0.0,False,0.0
3863,True,0.0,False,0.0
3877,True,0.0,False,0.0
3881,True,0.0,False,0.0
3889,True,0.0,False,0.0
3907,True,0.0,False,0.0
3911,True,0.0,False,0.0
3917,True,0.0,False,0.0
3919,True,0.0,False,0.0
3923,True,0.0,False,0.0
3929,True,0.0,False,0.0
3931,True,0.0,False,0.0
3943,True,0.008011817932128906,False,0.0
3947,True,0.0,False,0.0
3967,True,0.0,False,0.0
3989,True,0.0,False,0.0
4001,True,0.0,False,0.0
4003,True,0.0,False,0.0
4007,True,0.0,False,0.0
4013,True,0.0,False,0.0
4019,True,0.0,False,0.0
4021,True,0.0,False,0.0
4027,True,0.0,False,0.0
4049,True,0.0,False,0.0
4051,True,0.0,False,0.0
4057,True,0.0,False,0.0
4073,True,0.0,False,0.0
4079,True,0.0,False,0.0
4091,True,0.0,False,0.0
4093,True,0.0,False,0.0
4099,True,0.0,False,0.0
4111,True,0.0,False,0.0
4127,True,0.0,False,0.0
4129,True,0.0,False,0.0
4133,True,0.0,False,0.0
4139,True,0.0,False,0.0
4153,True,0.0,False,0.0
4157,True,0.0,False,0.0
4159,True,0.0,False,0.0
4177,True,0.0,False,0.0
4201,True,0.0,False,0.0
4211,True,0.0,False,0.0
4217,True,0.0,False,0.0
4219,True,0.0,False,0.0
4229,True,0.0,False,0.0
4231,True,0.0,False,0.0
4241,True,0.0,False,0.0
4243,True,0.0,False,0.0
4253,True,0.0,False,0.0
4259,True,0.0,False,0.0
4261,True,0.0,False,0.0
4271,True,0.0,False,0.0
4273,True,0.0,False,0.0
4283,True,0.0,False,0.0
4289,True,0.0,False,0.0
4297,True,0.0,False,0.0
4327,True,0.0,False,0.0
4337,True,0.0,False,0.0
4339,True,0.0,False,0.0
4349,True,0.0,False,0.0
4357,True,0.0,False,0.0
4363,True,0.0,False,0.0
4373,True,0.0,False,0.0
4391,True,0.0,False,0.0
4397,True,0.0,False,0.0
4409,True,0.0,False,0.0
4421,True,0.0,False,0.0
4423,True,0.0,False,0.0
4441,True,0.0,False,0.0
4447,True,0.0,False,0.0
4451,True,0.0,False,0.0
4457,True,0.0,False,0.0
4463,True,0.0,False,0.0
4481,True,0.0,False,0.0
4483,True,0.0,False,0.0
4493,True,0.0,False,0.0
4507,True,0.0,False,0.0
4513,True,0.0,False,0.0
4517,True,0.0,False,0.0
4519,True,0.0,False,0.0
4523,True,0.0,False,0.0
4547,True,0.0,False,0.0
4549,True,0.0,False,0.0
4561,True,0.0,False,0.0
4567,True,0.0,False,0.0
4583,True,0.0,False,0.0
4591,True,0.0,False,0.0
4597,True,0.0,False,0.0
4603,True,0.0,False,0.0
4621,True,0.0,False,0.0
4637,True,0.0,False,0.0
4639,True,0.0,False,0.0
4643,True,0.0,False,0.0
4649,True,0.0,False,0.0
4651,True,0.0,False,0.0
4657,True,0.0,False,0.0
4663,True,0.0,False,0.0
4673,True,0.0,False,0.0
4679,True,0.0,False,0.0
4691,True,0.0,False,0.0
4703,True,0.0,False,0.0
4721,True,0.0,False,0.0
4723,True,0.0,False,0.0
4729,True,0.0,False,0.0
4733,True,0.0,False,0.0
4751,True,0.0,False,0.0
4759,True,0.0,False,0.0
4783,True,0.0,False,0.0
4787,True,0.0,False,0.0
4789,True,0.0,False,0.0
4793,True,0.0,False,0.0
4799,True,0.0,False,0.0
4801,True,0.0,False,0.0
4813,True,0.0,False,0.0
4817,True,0.0,False,0.0
4831,True,0.0,False,0.0
4861,True,0.0,False,0.0
4871,True,0.0,False,0.0
4877,True,0.0,False,0.0
4889,True,0.0,False,0.0
4903,True,0.0,False,0.0
4909,True,0.0,False,0.0
4919,True,0.0,False,0.0
4931,True,0.0,False,0.0
4933,True,0.0,False,0.0
4937,True,0.0,False,0.0
4943,True,0.0,False,0.0
4951,True,0.0,False,0.0
4957,True,0.0,False,0.0
4967,True,0.0,False,0.0
4969,True,0.0,False,0.0
4973,True,0.0,False,0.0
4987,True,0.0,False,0.0
4993,True,0.0,False,0.0
4999,True,0.0,False,0.0
5003,True,0.0,False,0.0
5009,True,0.0,False,0.0
5011,True,0.0,False,0.0
5021,True,0.0,False,0.0
5023,True,0.0,False,0.0
5039,True,0.0,False,0.0
5051,True,0.0,False,0.0
5059,True,0.0,False,0.0
5077,True,0.0,False,0.0
5081,True,0.0,False,0.0
5087,True,0.0,False,0.0
5099,True,0.0,False,0.0
5101,True,0.0,False,0.0
5107,True,0.0,False,0.0
5113,True,0.0,False,0.0
5119,True,0.0,False,0.0
5147,True,0.0,False,0.0
5153,True,0.0,False,0.008006095886230469
5167,True,0.0,False,0.0
5171,True,0.0,False,0.0
5179,True,0.0,False,0.0
5189,True,0.0,False,0.0
5197,True,0.0,False,0.0
5209,True,0.0,False,0.0
5227,True,0.0,False,0.0
5231,True,0.0,False,0.0
5233,True,0.0,False,0.0
5237,True,0.0,False,0.0
5261,True,0.0,False,0.0
5273,True,0.0,False,0.0
5279,True,0.0,False,0.0
5281,True,0.0,False,0.0
5297,True,0.0,False,0.0
5303,True,0.0,False,0.0
5309,True,0.0,False,0.0
5323,True,0.0,False,0.0
5333,True,0.0,False,0.0
5347,True,0.0,False,0.0
5351,True,0.0,False,0.0
5381,True,0.0,False,0.0
5387,True,0.0,False,0.0
5393,True,0.0,False,0.0
5399,True,0.0,False,0.0
5407,True,0.0,False,0.0
5413,True,0.0,False,0.0
5417,True,0.0,False,0.0
5419,True,0.0,False,0.0
5431,True,0.0,False,0.0
5437,True,0.0,False,0.0
5441,True,0.0,False,0.0
5443,True,0.0,False,0.0
5449,True,0.0,False,0.0
5471,True,0.0,False,0.0
5477,True,0.0,False,0.0
5479,True,0.0,False,0.0
5483,True,0.0,False,0.0
5501,True,0.0,False,0.0
5503,True,0.0,False,0.0
5507,True,0.0,False,0.0
5519,True,0.0,False,0.0
5521,True,0.0,False,0.0
5527,True,0.0,False,0.0
5531,True,0.0,False,0.0
5557,True,0.0,False,0.0
5563,True,0.0,False,0.0
5569,True,0.0,False,0.0
5573,True,0.0,False,0.0
5581,True,0.0,False,0.0
5591,True,0.0,False,0.0
5623,True,0.0,False,0.0
5639,True,0.0,False,0.0
5641,True,0.0,False,0.0
5647,True,0.0,False,0.0
5651,True,0.0,False,0.0
5653,True,0.0,False,0.0
5657,True,0.0,False,0.0
5659,True,0.0,False,0.0
5669,True,0.0,False,0.0
5683,True,0.0,False,0.0
5689,True,0.0,False,0.0
5693,True,0.0,False,0.0
5701,True,0.0,False,0.0
5711,True,0.0,False,0.0
5717,True,0.0,False,0.0
5737,True,0.0,False,0.0
5741,True,0.0,False,0.0
5743,True,0.0,False,0.0
5749,True,0.0,False,0.0
5779,True,0.0,False,0.0
5783,True,0.0,False,0.0
5791,True,0.0,False,0.0
5801,True,0.0,False,0.0
5807,True,0.0,False,0.0
5813,True,0.0,False,0.0
5821,True,0.0,False,0.0
5827,True,0.0,False,0.0
5839,True,0.0,False,0.0
5843,True,0.0,False,0.0
5849,True,0.0,False,0.0
5851,True,0.0,False,0.0
5857,True,0.0,False,0.0
5861,True,0.0,False,0.0
5867,True,0.0,False,0.0
5869,True,0.0,False,0.0
5879,True,0.0,False,0.0
5881,True,0.0,False,0.0
5897,True,0.0,False,0.0
5903,True,0.0,False,0.0
5923,True,0.0,False,0.0
5927,True,0.0,False,0.0
5939,True,0.0,False,0.0
5953,True,0.0,False,0.0
5981,True,0.0,False,0.0
5987,True,0.0,False,0.0
6007,True,0.0,False,0.0
6011,True,0.0,False,0.0
6029,True,0.0,False,0.0
6037,True,0.0,False,0.0
6043,True,0.0,False,0.0
6047,True,0.0,False,0.0
6053,True,0.0,False,0.0
6067,True,0.0,False,0.0
6073,True,0.0,False,0.0
6079,True,0.0,False,0.0
6089,True,0.0,False,0.0
6091,True,0.0,False,0.0
6101,True,0.0,False,0.0
6113,True,0.0,False,0.0
6121,True,0.0,False,0.0
6131,True,0.0,False,0.0
6133,True,0.0,False,0.0
6143,True,0.0,False,0.0
6151,True,0.0,False,0.0
6163,True,0.0,False,0.0
6173,True,0.0,False,0.0
6197,True,0.0,False,0.0
6199,True,0.0,False,0.0
6203,True,0.0,False,0.0
6211,True,0.0,False,0.0
6217,True,0.0,False,0.0
6221,True,0.0,False,0.0
6229,True,0.0,False,0.0
6247,True,0.0,False,0.0
6257,True,0.0,False,0.0
6263,True,0.0,False,0.0
6269,True,0.0,False,0.0
6271,True,0.0,False,0.0
6277,True,0.0,False,0.0
6287,True,0.0,False,0.0
6299,True,0.0,False,0.0
6301,True,0.0,False,0.0
6311,True,0.0,False,0.0
6317,True,0.0,False,0.0
6323,True,0.0,False,0.0
6329,True,0.0,False,0.0
6337,True,0.0,False,0.0
6343,True,0.0,False,0.0
6353,True,0.0,False,0.0
6359,True,0.0,False,0.0
6361,True,0.0,False,0.0
6367,True,0.0,False,0.0
6373,True,0.0,False,0.0
6379,True,0.0,False,0.0
6389,True,0.0,False,0.0
6397,True,0.0,False,0.0
6421,True,0.0,False,0.0
6427,True,0.0,False,0.0
6449,True,0.0,False,0.0
6451,True,0.0,False,0.0
6469,True,0.0,False,0.0
6473,True,0.0,False,0.0
6481,True,0.0,False,0.0
6491,True,0.0,False,0.0
6521,True,0.0,False,0.0
6529,True,0.0,False,0.0
6547,True,0.0,False,0.0
6551,True,0.0,False,0.0
6553,True,0.0,False,0.0
6563,True,0.0,False,0.0
6569,True,0.0,False,0.0
6571,True,0.0,False,0.0
6577,True,0.0,False,0.0
6581,True,0.0,False,0.0
6599,True,0.0,False,0.0
6607,True,0.0,False,0.0
6619,True,0.0,False,0.0
6637,True,0.0,False,0.0
6653,True,0.0,False,0.0
6659,True,0.0,False,0.0
6661,True,0.0,False,0.0
6673,True,0.0,False,0.0
6679,True,0.0,False,0.0
6689,True,0.0,False,0.0
6691,True,0.0,False,0.0
6701,True,0.0,False,0.0
6703,True,0.0,False,0.0
6709,True,0.0,False,0.0
6719,True,0.0,False,0.0
6733,True,0.0,False,0.0
6737,True,0.0,False,0.0
6761,True,0.0,False,0.0
6763,True,0.0,False,0.0
6779,True,0.0,False,0.0
6781,True,0.0,False,0.0
6791,True,0.0,False,0.0
6793,True,0.0,False,0.0
6803,True,0.0,False,0.0
6823,True,0.0,False,0.0
6827,True,0.0,False,0.0
6829,True,0.0,False,0.0
6833,True,0.0,False,0.0
6841,True,0.0,False,0.0
6857,True,0.0,False,0.0
6863,True,0.0,False,0.0
6869,True,0.0,False,0.0
6871,True,0.0,False,0.0
6883,True,0.0,False,0.0
6899,True,0.0,False,0.0
6907,True,0.0,False,0.0
6911,True,0.0,False,0.0
6917,True,0.0,False,0.0
6947,True,0.0,False,0.0
6949,True,0.0,False,0.0
6959,True,0.0,False,0.0
6961,True,0.0,False,0.0
6967,True,0.0,False,0.0
6971,True,0.0,False,0.0
6977,True,0.0,False,0.0
6983,True,0.0,False,0.0
6991,True,0.0,False,0.0
6997,True,0.0,False,0.0
7001,True,0.0,False,0.0
7013,True,0.0,False,0.0
7019,True,0.0,False,0.0
7027,True,0.0,False,0.0
7039,True,0.0,False,0.0
7043,True,0.0,False,0.0
7057,True,0.0,False,0.0
7069,True,0.0,False,0.0
7079,True,0.0,False,0.0
7103,True,0.0,False,0.0
7109,True,0.0,False,0.0
7121,True,0.0,False,0.0
7127,True,0.0,False,0.0
7129,True,0.0,False,0.0
7151,True,0.0,False,0.0
7159,True,0.0,False,0.0
7177,True,0.0,False,0.0
7187,True,0.0,False,0.0
7193,True,0.0,False,0.0
7207,True,0.0,False,0.0
7211,True,0.0,False,0.0
7213,True,0.0,False,0.0
7219,True,0.0,False,0.0
7229,True,0.0,False,0.0
7237,True,0.0,False,0.0
7243,True,0.0,False,0.0
7247,True,0.0,False,0.0
7253,True,0.0,False,0.0
7283,True,0.0,False,0.0
7297,True,0.0,False,0.0
7307,True,0.0,False,0.0
7309,True,0.0,False,0.0
7321,True,0.0,False,0.0
7331,True,0.0,False,0.0
7333,True,0.0,False,0.0
7349,True,0.0,False,0.0
7351,True,0.0,False,0.0
7369,True,0.0,False,0.0
7393,True,0.0,False,0.0
